titulo,precio,rating,categoria,en_stock,autores,descripcion
Under the Banner of Heaven: A Story of Violent Faith,30.0,1,Nonfiction,1,Jon Krakauer,"NATIONAL BESTSELLER • From the author of Into the Wild and Into Thin Air, this extraordinary work of investigative journalism takes readers inside America’s isolated Mormon Fundamentalist communities. • Now an acclaimed FX limited series streaming on HULU. “Fantastic.... Right up there with In Cold Blood and The Executioner’s Song.” —San Francisco Chronicle Defying both civil authorities and the Mormon establishment in Salt Lake City, the renegade leaders of these Taliban-like theocracies are ze..."
The Great Railway Bazaar,30.54,1,Travel,1,Paul Theroux,"The Great Railway Bazaar is Paul Theroux's classic and much-loved homage to train travel. The Orient Express; The Khyber Pass Local; the Delhi Mail from Jaipur; the Golden Arrow of Kuala; the Trans-Siberian Express; these are just some of the trains steaming through Paul Theroux's epic rail journey from London across Europe through India and Asia. This was a trip of discovery made in the mid-seventies, a time before the West had embraced the places, peoples, food, faiths and cultures of the East..."
Algorithms to Live By: The Computer Science of Human Decisions,30.81,1,Nonfiction,1,Autor Desconocido,Sin descripción
8 Keys to Mental Health Through Exercise,31.04,1,Psychology,1,Christina Hibbert,"Inspiring strategies from a wellness expert for keeping fit, relieving stress, and strengthening emotional well-being. We all know that exercise is good for physical health, but recently, a wealth of data has proven that exercise also contributes to overall mental well-being. Routine exercise alleviates stress and anxiety, moderates depression, relieves chronic pain, and improves self-esteem. In this inspiring book, Christina Hibbert, a clinical psychologist and expert on women's mental health, ..."
A Girl's Guide to Moving On (New Beginnings #2),31.3,1,Romance,1,Debbie Macomber,Sin descripción
When We Collided,31.77,1,Contemporary,1,Emery Lord,"""It is a book I wish could have written, but am so much better for having read."" --Julie Murphy, #1 New York Times bestselling author of Dumplin' A thought-provoking, emotionally-compelling romance featuring a girl, a boy, and the love that has the power to save or destroy them. Seventeen year-old Jonah Daniels has lived in Verona Cove, California, his whole life, and only one thing has ever changed: his father used to be alive, and now he is not. With a mother lost in a deep bout of depression,..."
Playing from the Heart,32.38,1,Childrens,1,Peter H. Reynolds,"An inspiring, moving story for budding musicians everywhere, the acclaimed creator of The Dot, Sky, Colour and Ish tells the story of a father and son, who connect through the powerful language of music. When a young boy begins to play on his family's piano, revelling in the fun of plunking the keys, his father signs him up for lessons so that he can learn to play properly. With his father's encouragement, Raj learns notes, then scales, then songs, and finally classical pieces that his father ca..."
Foundation (Foundation (Publication Order) #1),32.42,1,Science Fiction,1,Manjriker Gunaratne,"Considering how structures interact with soil, and building proper foundations, is vital to ensuring public safety and to the longevity of buildings. Understanding the strength and compressibility of subsurface soil is essential to the foundation engineer. The Foundation Engineering Handbook, Second Edition provides the fundamentals of foundation engineering needed by professional engineers and engineering students. It presents both classical and state-of-the-art design and analysis techniques f..."
The Shadow Hero (The Shadow Hero),33.14,1,Sequential Art,1,Gene Luen Yang,"The Shadow Hero is based on the adventures of the Green Turtle, who solved crimes and fought injustice just like any other comics hero of the 1940s. But this mysterious masked crusader was hiding something more than your run-of-the-mill secret identity . . . The Green Turtle was the first Asian American superhero. Now, New York Times–bestselling author Gene Luen Yang has created a riveting, hilarious, and moving origin story for the Green Turtle. With artwork by the unmatched Sonny Liew, this go..."
Don't Forget Steven,33.23,1,Young Adult,1,P. D. Workman,Sin descripción
Her Backup Boyfriend (The Sorensen Family #1),33.97,1,Romance,1,Autor Desconocido,Sin descripción
The Dream Thieves (The Raven Cycle #2),34.5,1,Default,1,Autor Desconocido,Sin descripción
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,Default,1,A. J. Jacobs,"Now a TV series Living Biblically streaming on CBS All Access! From the New York Times bestselling author of The Know-It-All comes a fascinating and timely exploration of religion and the Bible. A.J. Jacobs chronicles his hilarious and thoughtful year spent obeying―as literally as possible―the tenets of the Bible. Raised in a secular family but increasingly interested in the relevance of faith in our modern world, A.J. Jacobs decides to dive in headfirst and attempt to obey the Bible as literall..."
Zero History (Blue Ant #3),34.77,1,Default,1,Autor Desconocido,Sin descripción
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,Add a comment,1,Alex Ross,"Winner of the 2007 National Book Critics Circle Award for Criticism A New York Times Book Review Top Ten Book of the Year Time magazine Top Ten Nonfiction Book of 2007 Newsweek Favorite Books of 2007 A Washington Post Book World Best Book of 2007 In this sweeping and dramatic narrative, Alex Ross, music critic for The New Yorker, weaves together the histories of the twentieth century and its music, from Vienna before the First World War to Paris in the twenties; from Hitler's Germany and Stalin'..."
The Grownup,35.88,1,Short Stories,1,Autor Desconocido,Includes the proceedings and transactions of the Academy.
The Nicomachean Ethics,36.34,1,Philosophy,1,Aristotle,"One of the most important philosophical works of all time, in a new Penguin Classics translation by Adam Beresford 'Right and wrong is a human thing' What does it mean to be a good person? Aristotle's famous series of lectures on ethical topics ranges over fundamental questions about good and bad character; pleasure and self-control; moral wisdom and the foundations of right and wrong; friendship and love in all their forms - all set against a rich and humane conception of what makes for a flour..."
Daily Fantasy Sports,36.58,1,Default,1,Bill Ordine,"Have you seen the ads? Who hasn’t, right? How did it all happen? Is DFS gambling? Is it legal? And what’s next for this industry under attack? These are just some of the questions answered by award-winning author Bill Ordine as he traces the background of the curious federal law that opened the door for the billion-dollar play-for-money sports-contest industry. Who was behind the pivotal carve-out? How did daily fantasy rise so quickly? And where is it likely to land now that the DFS genie is ou..."
Amid the Chaos,36.58,1,Cultural,1,MariJo Moore,"The poems and artwork in ""Amid The Chaos"" give voice to the concepts of foreshadowing, foreboding, and forgiveness, and to the paroxysms of anguish and anger, transcending into profound reflections. Rich with stunning artwork that moves fragmented turmoil towards healing, ""Amid the Chaos"" offers a portrait of psyches undergoing biological and social pandemic, a time when the Earth has been ravaged and ""sneezes have become as bullets,"" when people working together to bridge chasmic schisms are me..."
The Bear and the Piano,36.89,1,Childrens,1,David Litchfield,"The first book in the best-selling, award-winning ‘Bear and the Piano’ trilogy. Winner of the Waterstones Children's Book Prize, Illustrated Book Category for 2016. Over 120,000 copies have been sold of The Bear and the Piano in the UK. One day, a young bear stumbles upon something he has never seen before in the forest. As time passes, he teaches himself how to play the strange instrument, and eventually the beautiful sounds are heard by a father and son who are picnicking in the woods. The bea..."
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1,Business,1,Michael E. Gerber,"An instant classic, this revised and updated edition of the phenomenal bestseller dispels the myths about starting your own business. Small business consultant and author Michael E. Gerber, with sharp insight gained from years of experience, points out how common assumptions, expectations, and even technical expertise can get in the way of running a successful business. Gerber walks you through the steps in the life of a business—from entrepreneurial infancy through adolescent growing pains to t..."
Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,1,Default,1,Warren Fielding,"You all know the tale. Star-crossed lovers meet; all they want is what they cannot have. Each other. It's a story as old as time - or is it? The headstrong Romero of the house of Montague holds nothing but contempt for the cowardly DeCapulets. Until, that is, he meets Juliet. Beautiful; deadly; her skill with a bow is matched by no other, and she fires an arrow straight through young Romero's heart. Torn between their warring families and trapped by the waves of the undead crashing against the c..."
The House by the Lake,36.95,1,Historical Fiction,1,Hugh Mills,Sin descripción
The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,1,Nonfiction,1,Caroline Paul,"NEW YORK TIMES BESTSELLER The beloved New York Times-bestselling guide to inspiring girls to pursue a life of adventure and excitement-updated and at last in paperback. Why should girls miss out on the joy of adventure? They can jump off rocks, swing on ropes, and climb trees just as well as boys can. But girls often allow fear to stand in their way. In The Gutsy Girl, author Caroline Paul emboldens girls to seek out a life of exhilaration. Once a young scaredy-cat herself, Caroline decided that..."
The Invention of Wings,37.34,1,Historical Fiction,1,Sue Monk Kidd,"An exclusive free sample chapter from THE INVENTION OF WINGS... From the celebrated author of the international bestseller THE SECRET LIFE OF BEES comes an extraordinary novel about two exceptional women. Sarah Grimké is the middle daughter. The one her mother calls difficult and her father calls remarkable. On Sarah's eleventh birthday, Hetty 'Handful' Grimké is taken from the slave quarters she shares with her mother, wrapped in lavender ribbons, and presented to Sarah as a gift. Sarah knows w..."
Sense and Sensibility,37.46,1,Classics,1,Jane Austen,"Jane Austen's first published novel, Sense and Sensibility, is a witty satire of the sentimental novel, a popular genre in Britain throughout the 1790s and the Regency. When it first appeared in 1811, the words in its title carried significant cultural weight beyond the confines of the novel, and into both popular and learned discourse. Through her dual heroines, Austen addresses, and satirizes, notions of sense and sensibility, and engages with the issues of inheritance, marriage, and love. The..."
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1,Science,1,"Anthony D. Barnosky, Elizabeth A. Hadly","Four people are born every second of every day. Conservative estimates suggest that there will be 10 billion people on Earth by 2050. That is billions more than the natural resources of our planet can sustain without big changes in how we use and manage them. So what happens when vast population growth endangers the world’s food supplies? Or our water? Our energy needs, climate, or environment? Or the planet’s biodiversity? What happens if some or all of these become critical at once? Just what ..."
Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,Science Fiction,1,"Edgar Allan Poe, Nathaniel Hawthorne, Lydia Child, Thomas Charles Morgan, Percival Leigh, William Mudford, Frederick Marryat","Andrew Barger, award-winning author and engineer, has extensively researched forgotten journals and magazines of the early 19th century to locate groundbreaking science fiction short stories in the English language. In doing so, he found what is possibly the first science fiction story by a female (and it is not from Mary Shelley). Andrew located the first steampunk short story, which has not been republished since 1844. There is the first voyage to the moon in a balloon, republished for the fir..."
"Nightingale, Sing",38.28,1,Young Adult,1,John Barnett,Sin descripción
This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,Music,1,Daniel J. Levitin,"In this groundbreaking union of art and science, rocker-turned-neuroscientist Daniel J. Levitin explores the connection between music—its performance, its composition, how we listen to it, why we enjoy it—and the human brain. Taking on prominent thinkers who argue that music is nothing more than an evolutionary accident, Levitin poses that music is fundamental to our species, perhaps even more so than language. Drawing on the latest research and on musical examples ranging from Mozart to Duke El..."
Fellside,38.62,1,Default,1,M. R. Carey,"In the aftermath of a devastating fire, a prisoner is offered one chance at redemption in this haunting supernatural suspense from the author of USA Today bestseller, The Girl With All the Gifts. Fellside is a maximum security prison on the edge of the Yorkshire Moors. It's not the kind of place you'd want to end up. But it's where Jess Moulson could be spending the rest of her life. It's a place where even the walls whisper. And one voice belongs to a little boy with a message for Jess. Will sh..."
Searching for Meaning in Gailana,38.73,1,Fantasy,1,John H.T. Francis,"What if all the world around us unfolds in certain ways while we, human beings, constantly tell ourselves different stories about it? What if what we call human understanding is nothing else than stories we make up about some of the world's events, stories that are for the most part either flawed or incomplete? And if that is the case, to what extent do we do so and why do we even do it? What if we have always been living more in our stories than in the real world? These are some of the importan..."
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1,Food and Drink,1,"Mark Scarbrough, Bruce Weinstein","Are you ready to take your baking over the top? Here are sixty decadent and delightful ice creams and the sixty desserts that are their vehicles. A la Mode offers not just solid dessert recipes, from raspberry oat bars to bear claws, from chocolate pecan pie to a white chocolate pavlova, but also gives you the unforgettable pairings that make these desserts smash hits: apple cranberry pie with Camembert ice cream, chocolate sheet cake with salt caramel frozen custard, and espresso cream jelly ro..."
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,Sequential Art,1,Marjane Satrapi,A moving account of growing up as a spirited young girl in revolutionary and wartime Iran - A graphic novel showing the human spirit can fight oppression and death.
The 14th Colony (Cotton Malone #11),39.24,1,Thriller,1,Autor Desconocido,Sin descripción
The Golden Condom: And Other Essays on Love Lost and Found,39.43,1,Psychology,1,Jeanne Safer,"Dr. Jeanne Safer has dedicated much of her decades' long career in psychotherapy to exploring taboo subjects that we all think about in private but seldom discuss in public. From conflicted sibling relationships to the choice not to have children, Safer's work has always been unflinching in its aim to dive deep into topics that make most of us blush, but which are present in all of our lives. In The Golden Condom, Safer turns her sharp and fearless eye to a subject perhaps more universal than an..."
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,Biography,1,Larry Alex Taunton,"2016 Winner of the Gospel Coalition Book Awards At the time of his death, Christopher Hitchens was the most notorious atheist in the world. And yet, all was not as it seemed. “Nobody is not a divided self, of course,” he once told an interviewer, “but I think it’s rather strong in my case.” Hitchens was a man of many contradictions: a Marxist in youth who longed for acceptance among the social elites; a peacenik who revered the military; a champion of the Left who was nonetheless pro-life, pro-w..."
A Man Called Ove,39.72,1,Fiction,1,Fredrik Backman,"Una historia repleta de humor, sentimiento y sabiduría, que nos sumerge en el mundo de un protagonista entrañable e inolvidable. La novela en la que se basa la película nominada a 2 premios Oscar. «¿Acaso tengo que andar todo el día sonriendo como un bobo?» Ove no es el típico vecino con el que te apetece cruzarte en el barrio. Es un cascarrabias, un pesado que insiste hasta la exageración en mantener el orden y la disciplina, un casi sesentón solitario y resentido a quien el destino ha arrebata..."
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,1,Food and Drink,1,Tessa Huff,"""Tessa elevates the art of layer cakes to new heights . . . [She] will have you whipping up drool-worthy, gourmet cakes at home."" —Carrie Selman of The Cake Blog It's time to venture beyond vanilla and chocolate and take your baking skills up a notch. We're talking layers—two, three, four, or more! Create sky-high, bakery-quality treats at home with 150 innovative recipes from Tessa Huff, the founder of Style Sweet. They combine new and exciting flavors of cake, fillings, and frostings—everythin..."
Notes from a Small Island (Notes From a Small Island #1),40.17,1,Nonfiction,1,Bill Bryson,Sin descripción
My Kind of Crazy,40.36,1,Young Adult,1,William Saroyan,Sin descripción
Lab Girl,40.85,1,Autobiography,1,Hope Jahren,"Lab Girl is a book about work and about love, and the mountains that can be moved when those two things come together. It is told through Jahren's remarkable stories: about the discoveries she has made in her lab, as well as her struggle to get there; about her childhood playing in her father's laboratory; about how lab work became a sanctuary for both her heart and her hands; about Bill, the brilliant, wounded man who became her loyal colleague and best friend; about their field trips - sometim..."
Black Flags: The Rise of ISIS,40.87,1,Nonfiction,1,Joby Warrick,"**WINNER of the PULITZER PRIZE for NON-FICTION 2016** In a thrilling dramatic narrative, Pulitzer Prize-winning reporter Joby Warrick traces how the strain of militant Islam behind ISIS first arose in a remote Jordanian prison and spread to become the world's greatest threat. When the government of Jordan granted amnesty to a group of political prisoners in 1999, it little realized that among them was Abu Musab al-Zarqawi, a terrorist mastermind and soon the architect of an Islamist movement ben..."
Night Sky with Exit Wounds,41.05,1,Poetry,1,Ocean Vuong,"Winner of the 2016 Whiting Award One of Publishers Weekly's ""Most Anticipated Books of Spring 2016"" One of Lit Hub's ""10 must-read poetry collections for April"" “Reading Vuong is like watching a fish move: he manages the varied currents of English with muscled intuition. His poems are by turns graceful and wonderstruck. His lines are both long and short, his pose narrative and lyric, his diction formal and insouciant. From the outside, Vuong has fashioned a poetry of inclusion.”—The New Yorker ""..."
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,1,Default,1,Justin R. Martin,"This book was created by an artist who understands that sometimes, you just need a creative nudge to help get the pencil moving and break that pesky block. By simplifying the human form, we hope to remove the inevitable anxiety that comes with drawing a person, and speed-up your art, over time, increasing your own understanding of human anatomy, proportions and movement."
Charity's Cross (Charles Towne Belles #4),41.24,1,Romance,1,Autor Desconocido,Sin descripción
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,1,Food and Drink,1,Shelly Jaronsky,"With recipes ranging from the deliciously decadent to the deceptively simple, Jaronsky shows you how to bring her signature style into your own kitchen. A self-described buttercream addict, her book has something for everyone, from the cooking novice to the seasoned chef."
My Name Is Lucy Barton,41.56,1,Fiction,1,Elizabeth Strout,"Lucy Barton sedang dalam masa pemulihan dari penyakit yang tadinya hanya penyakit sederhana. Ibunya, yang sudah lama tak bicara dengan Lucy, datang menjenguknya. Mereka membicarakan orang-orang yang pernah mereka kenal dulu, dan hubungan antara ibu dan anak ini perlahan mencair. Namun di balik percakapan yang baik-baik saja, ada tekanan dan kerinduan Lucy yang mendalam, baik akan kehidupan pernikahan, impian menjadi penulis, keluarganya yang penuh masalah, dan anak-anaknya."
Tell Me Three Things,41.81,1,Young Adult,1,"Lisa Jenkins, Terri Averi, Tina Opina","A dementia diagnosis can be terrifying and debilitating, but this unique book can provide caregivers—whether they are family members or professionals—with practical and simple tools to effectively address behavior and communication issues that may occur when providing care to those with dementia. These Three Things takes everyday situations (dressing, hygiene, meals, etc.) and looks at them from the perspective of a person with dementia with the goal of improving communication between patient an..."
Evicted: Poverty and Profit in the American City,42.27,1,Add a comment,1,Autor Desconocido,Sin descripción
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,Nonfiction,1,Julia Cameron,"“The book you hold in your hands is the distillate of a quarter century’s teaching. It is my attempt to answer, ‘What next?’ for students who are embarking on their ‘second act.’” —Julia Cameron Julia Cameron has inspired millions with her bestseller on creativity, The Artist’s Way. In It’s Never Too Late To Begin Again, she turns her eye to a segment of the population that, ironically, while they have more time to be creative, are often reluctant or intimidated by the creative process. Cameron ..."
Shatter Me (Shatter Me #1),42.4,1,Default,1,Autor Desconocido,Sin descripción
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,Sequential Art,1,Autor Desconocido,Sin descripción
A World of Flavor: Your Gluten Free Passport,42.95,1,Default,1,"Barrett Williams, ChatGPT","Discover the world, one gluten-free bite at a time with ""A Taste of the World."" This culinary passport invites you on a vibrant journey into the heart of global cuisines, all while remaining delightfully gluten-free. Whether you're new to the gluten-free lifestyle or a seasoned aficionado, this eBook is your ultimate guide to exploring diverse flavors without sacrificing taste. Begin your adventure with an enlightening prelude into the world of gluten, its impact, and why the gluten-free movemen..."
Hollow City (Miss Peregrine’s Peculiar Children #2),42.98,1,Fantasy,1,Ransom Riggs,"The #1 New York Times best-selling series To find a cure for Miss Peregrine, their beloved headmistress, Jacob Portman and his peculiar friends journey through a time loop to London, 1940—the peculiar capital of the world Having escaped Miss Peregrine’s island by the skin of their teeth, Jacob and the rest of the peculiar children are fleeing the malevolent wights following them. Miss Peregrine is the only one who can help, but as she is trapped in bird form, the children must take a time loop t..."
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,1,Business,1,Jim Koch,"NATIONAL BESTSELLER and named a 2016 Best Book of the Year by Inc., Business Insider, and Forbes Founder of The Boston Beer Company, brewer of Samuel Adams Boston Lager, and a key catalyst of the American craft beer revolution, Jim Koch offers his unique perspective when it comes to business, beer, and turning your passion into a successful company or career. ""Boston Beer's Jim Koch offers readers a six-pack of wisdom."" – The Boston Globe Pull up a chair and crack open a Sam Adams. It's time to ..."
City of Bones (The Mortal Instruments #1),43.28,1,Default,1,Cassandra Clare,"All six books in the #1 New York Times bestselling Mortal Instruments series, now available in a collectible hardcover boxed set. Enter the secret world of the Shadowhunters with this handsomely packaged boxed set that includes City of Bones, City of Ashes, City of Glass, City of Fallen Angels, City of Lost Souls, and City of Heavenly Fire. The Mortal Instruments books have more than five million copies in print, and this collectible set of six hardcover volumes is a perfect gift for newcomers t..."
Beyond Good and Evil,43.38,1,Philosophy,1,Phra Thēpwēthī (Prayut),Sin descripción
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,Default,1,Susan Cain,"A SUNDAY TIMES AND NEW YORK TIMES BESTSELLER, THIS BOOK WILL CHANGE HOW YOU SEE INTROVERTS - AND YOURSELF - FOREVER. Our lives are driven by a fact that most of us can't name and don't understand. It defines who our friends and lovers are, which careers we choose, and whether we blush when we're embarrassed. That fact is whether we're an introvert or an extrovert. The most fundamental dimension of personality, at least a third of us are introverts, and yet shyness, sensitivity and seriousness ar..."
Ender's Game (The Ender Quintet #1),43.64,1,Default,1,"BookBuddy Staff, Bookbuddy","WARNING: This is not the actual book Ender's Game by Orson Scott Card. Do not buy this reading Sidekick if you are looking for a full copy of this great book. Consider this sidekick your comprehensive companion to Ender's Game. Within, you'll find a detailed look at this sci-fi literary classic, with information on everything from the setting to the novel's themes. The writing style and setting analyses delve into author Orson Scott Card's terse, almost militaristic writing style and the specula..."
The Long Haul (Diary of a Wimpy Kid #9),44.07,1,Humor,1,Jeff Kinney,"In The Long Haul, Book 9 of the Diary of a Wimpy Kid series from #1 international bestselling author Jeff Kinney, a family road trip starts off full of promise, then quickly takes several wrong turns. A family vacation is supposed to be a lot of fun . . . unless, of course, you’re the Heffleys. Gas station bathrooms, crazed seagulls, a fender bender, and a runaway pig—not exactly Greg Heffley’s idea of a good time. But even the worst road trip can turn into an adventure—and this is one the Heffl..."
Clockwork Angel (The Infernal Devices #1),44.14,1,Default,1,Autor Desconocido,Sin descripción
I Will Find You,44.21,1,Nonfiction,1,Louise Klein Miller,Sin descripción
The Glittering Court (The Glittering Court #1),44.28,1,Fantasy,1,Richelle Mead,"A #1 NEW YORK TIMES BEST SELLER The Selection meets Reign in this dazzling trilogy of interwoven novels about three girls on a quest for freedom and true love from #1 internationally bestselling author Richelle Mead. ""Brilliant and original, Mead’s new series starts off with a bang and will leave readers on the edge of their seats until the very end."" —School Library Journal For a select group of girls, the Glittering Court offers a shot at a life they’ve only ever dreamed of, one of luxury, gla..."
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,Womens Fiction,1,Autor Desconocido,Sin descripción
Jurassic Park (Jurassic Park #1),44.97,1,Fiction,1,Autor Desconocido,"The time has come… to return to Isla Nublar! The famed original Jurassic Park island has become overgrown and wild after years of being stuck in United Nations limbo. A major criminal overlord has moved in and started using the island as a base of operations. Undercover agent Espinoza tries to bring down the drug cartel- but when he’s found out, there’s only one place to run… the dino-infested island interior! It’s survival of the fittest at Jurassic Park!"
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,Nonfiction,1,Jenny Lawson,"Even when I was funny, I wasn't this funny' Augusten Burroughs, author of Running With Scissors Have you ever embarrassed yourself so badly you thought you'd never get over it? Have you ever wished your family could be just like everyone else's? Have you ever been followed to school by your father's herd of turkeys, mistaken a marriage proposal for an attempted murder or got your arm stuck inside a cow? OK, maybe that's just Jenny Lawson . . . The bestselling memoir from one of America's most ou..."
Lies and Other Acts of Love,45.14,1,Fiction,1,Autor Desconocido,Sin descripción
The Obsession,45.43,1,Romance,1,Carol KRAVETZ,"Kindness is given freely and willingly. But when given to the wrong person, it can turn around and bite you. Detective Krista Cameron finds out the hard way that it doesn't always pay to be nice. Especially when the recipient of her good intentions decides to repay her by telling her she belongs to him. He starts his obsession by bullying his way into her life, and won't take no for an answer. Wrecking her husband's car, ruining her home and causing physical harm to her friend are only the begin..."
Swell: A Year of Waves,45.58,1,Nonfiction,1,Evan Slater,"""Not only a gorgeously photographed guide to the best waves in the world but a lucid introduction to the science behind them."" — The Wall Street Journal Wave watchers around the world know that no two waves are the same. Yet each and every wave that rises, peaks, and crashes onto the beach is generated by a much larger force originating thousands of miles away. Surf journalist team Evan Slater and Peter Taras capture the essence of waves and the swells that produce them in this breathtaking coll..."
How to Be Miserable: 40 Strategies You Already Use,46.03,1,Self Help,1,Randy J. Paterson,"Want to be miserable? It isn’t as difficult as it sounds, and chances are, you’re already doing it! Studies show that repeating specific behaviors can actually increase feelings of dissatisfaction, foster a lack of motivation, and detract from your quality of life. In How to Be Miserable, psychologist Randy Paterson outlines 40 specific behaviors and habits, which—if followed—are sure to lead to a lifetime of unhappiness. On the other hand, if you do the opposite, you may yet join the ranks of h..."
Sarah's Key,46.29,1,Add a comment,1,Tatiana De Rosnay,"The Multi-Million Copy International Bestseller Released in 2010 as a major motion picture starring Kristin Scott Thomas, Sarah's Key is perfect for fans of The Tattooist of Auschwitz and All the Light We Cannot See. 'A remarkable novel. Like Sophie's Choice, it's a book that impresses itself upon one's heart and soul forever' Naomi Ragen, author of The Saturday Wife Paris, July 1942. Sarah, a ten-year-old Jewish girl, is arrested by the French police in the middle of the night, along with her m..."
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,1,Self Help,1,Fauzia Burke,"If You Want People to Read Your Book, Writing It Is Only the Beginning There has truly never been a better time to be an author. For the first time, authors have direct access to the public via the Internet - and can create a community eagerly awaiting their book. But where do new authors start? How do they sort through the dizzying range of online options? Where should they spend their time online and what should they be doing? Enter Fauzia Burke, a digital book marketing pioneer and friend of ..."
Musicophilia: Tales of Music and the Brain,46.58,1,Default,1,Oliver Sacks,"NATIONAL BESTSELLER • With the same trademark compassion and erudition he brought to The Man Who Mistook His Wife for a Hat, Oliver Sacks explores the place music occupies in the brain and how it affects the human condition. “Powerful and compassionate. . . . A book that not only contributes to our understanding of the elusive magic of music but also illuminates the strange workings, and misfirings, of the human mind.” —The New York Times In Musicophilia, he shows us a variety of what he calls “..."
Kierkegaard: A Christian Missionary to Christians,47.13,1,Philosophy,1,Mark A. Tietjen,"Søren Kierkegaard (1813-1855) had a mission—reintroduce the Christian faith to Christians. Mark Tietjen thinks that Kierkegaard's critique of his contemporaries strikes close to home today. Through an examination of core Christian doctrines, he helps us hear Kierkegaard's missionary message to a church that often fails to follow Christ with purity of heart."
The Fault in Our Stars,47.22,1,Default,1,John Green,"I fell in love the way you fall asleep: slowly, then all at once. Despite the tumour-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten. Insightful, bold, irreverent, and raw, The Fault in Our Stars brilliantly explores the funny, thrilling, and tragic bu..."
City of Ashes (The Mortal Instruments #2),47.27,1,Default,1,Lois H. Gresh,"The first companion guide to the blockbuster bestselling Mortal Instruments series - now a major motion picture - City of Bones. The Mortal Instruments Companion takes fans deeper into the world of the Shadowhunters created by Cassandra Clare - a gritty urban fantasy world full of demon hunters into which Clary Fray, previously unaware of the magical world, is suddenly and inexplicably pulled. Includes fascinating background facts about the action in all five books, a revealing biography of the ..."
The Case for Christ (Cases for Christianity),47.84,1,Add a comment,1,Lee Strobel,"The book consists primarily of interviews between Strobel (a former legal editor at the Chicago Tribune) and biblical scholars such as Bruce Metzger. Each interview is based on a simple question, concerning historical evidence (for example, ""Can the Biographies of Jesus Be Trusted?""), scientific evidence, (""Does Archaeology Confirm or Contradict Jesus' Biographies?""), and ""psychiatric evidence"" (""Was Jesus Crazy When He Claimed to Be the Son of God?""). Together, these interviews compose a case b..."
orange: The Complete Collection 1 (orange: The Complete Collection #1),48.41,1,Sequential Art,1,Autor Desconocido,Sin descripción
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1,Horror,1,R L Stine,"Eddie and Emmy are high school sweethearts from the wrong side of the tracks. Looking for an escape from their dreary lives, they embark on an overnight camping trip in the Fear Street Woods with four friends. As Eddie is carving a heart into a tree, he and Emmy discover a bag hidden in the trunk. A bag filled with hundred-dollar bills. Thousands of them. Should they take it? Should they leave the money there? The six teens agree to leave the bag where it is until it's safe to use it. But when t..."
This One Moment (Pushing Limits #1),48.71,1,Romance,1,Autor Desconocido,Sin descripción
Sleeping Giants (Themis Files #1),48.74,1,Science Fiction,1,Sylvain Neuvel,"Rose kecil sedang mengayuh sepeda barunya ketika dia terjungkal ke tepi tebing. Dia ternyata terjatuh ke sebuah lubang berbentuk persegi, tepiannya dihiasi ukiran dan simbol yang memancarkan cahaya pirus. Tapi apa yang dilihat para penyelamatnya ternyata lebih janggal lagi: gadis itu tergeletak di atas sebentuk tangan logam raksasa. Tujuh belas tahun setelahnya, misteri yang melingkupi benda aneh itu belum terpecahkan. Rose tumbuh besar menjadi seorang fisikawan cerdas dan ditunjuk untuk memimpi..."
The Thing About Jellyfish,48.77,1,Childrens,1,Autor Desconocido,Sin descripción
The Dovekeepers,48.78,1,Add a comment,1,Alice Hoffman,A cloth bag containing ten paperback copies of the title and a discussion folder.
